tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt2120120,movie,Pixels,Pixels,0,2015.0,105.0,"Action,Adventure,Comedy",5.6,179576,"['nm0001191', 'nm0416673', 'nm1157358', 'nm0227759', 'nm1265802']","When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",,,,
tt1335975,movie,47 Ronin,47 Ronin,0,2013.0,128.0,"Action,Drama,Fantasy",6.2,179524,"['nm0000206', 'nm0760796', 'nm0793069', 'nm0038355', 'nm0849032']",A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,,,,
tt11291274,movie,The Unbearable Weight of Massive Talent,The Unbearable Weight of Massive Talent,0,2022.0,107.0,"Action,Comedy,Crime",7.0,178939,"['nm0000115', 'nm0000115', 'nm0050959', 'nm1840504', 'nm1279721']",Movie star Nick Cage must channel his iconic screen characters when he finds himself caught in-between a dangerous super-fan and a CIA agent.,$30 million,$29.1 million,"English
Spanish",United States
tt2386490,movie,How to Train Your Dragon: The Hidden World,How to Train Your Dragon: The Hidden World,0,2019.0,104.0,"Action,Adventure,Animation",7.4,178930,"['nm0059431', 'nm1065229', 'nm0000719', 'nm0000949', 'nm0124930']","When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",$129 million,$540 million,English,United States
tt0458481,movie,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,0,2014.0,102.0,"Action,Animation,Crime",6.5,178707,"['nm0000620', 'nm0004695', 'nm0000982', 'nm0330687', 'nm0206257']",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,$65 million,$39.4 million,English,United States
tt6628394,movie,Bad Times at the El Royale,Bad Times at the El Royale,0,2018.0,141.0,"Crime,Drama,Mystery",7.1,178532,"['nm0000313', 'nm0000313', 'nm7248827', 'nm0424848', 'nm0358316']","1969. Four strangers check in at the El Royale Hotel. The hotel is deserted, staffed by a single desk clerk. Some of the new guests' reasons for being there are less than innocent and some are not who they appear to be.",$32 million,$31.8 million,English,United States
tt6155172,movie,Roma,Roma,0,2018.0,135.0,Drama,7.6,178431,"['nm8611957', 'nm0211920', 'nm9948845', 'nm9985727', 'nm5841958']",A year in the life of an upper-middle-class family's maid in Mexico City in the early 1970s.,,,,
tt5971474,movie,The Little Mermaid,The Little Mermaid,0,2023.0,135.0,"Adventure,Family,Fantasy",7.2,178376,"['nm1782991', 'nm5999355', 'nm0565250', 'nm0000849', 'nm1282920']",A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,,,Danish,
tt7984766,movie,The King,The King,0,2019.0,140.0,"Biography,Drama,History",7.3,178319,"['nm6077951', 'nm5994557', 'nm1433660', 'nm5361352', 'nm0253097']","Young Henry V encounters deceit, war and treachery after becoming King of England in the 15th century, in the aftermath of his brother's death.",,,,
tt16426418,movie,Challengers,Challengers,0,2024.0,131.0,"Comedy,Drama,Romance",7.0,178201,"['nm4576311', 'nm4853066', 'nm3918035', 'nm5534173', 'nm15831662']","Tashi, a former tennis prodigy turned coach, transformed her husband into a champion. But to overcome a recent losing streak and redeem himself, he'll need to face off against his former best friend and Tashi's ex-boyfriend.",$55 million,$96 million,English,United States
tt0266987,movie,Spy Game,Spy Game,0,2001.0,126.0,"Action,Crime,Thriller",7.1,177873,"['nm0000602', 'nm0000093', 'nm0001517', 'nm0226820', 'nm0117365']",A CIA agent tries to rescue his one-time protege who awaits execution in a Chinese prison.,$115 million,$143 million,English,
tt0047296,movie,On the Waterfront,On the Waterfront,0,1954.0,108.0,"Crime,Drama,Thriller",8.1,177738,"['nm0000008', 'nm0001500', 'nm0002011', 'nm0001768', 'nm0377416']","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","$910,000",$9.6 million,English,United States
tt0980970,movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,0,2010.0,113.0,"Adventure,Family,Fantasy",6.3,177472,"['nm1602660', 'nm1342727', 'nm1670137', 'nm2401020', 'nm0842251']",Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they sail with King Caspian to help Narnian lords banished by an evil usurper of the throne.,$140–155 million,$415.6 million,English,
tt0093437,movie,The Lost Boys,The Lost Boys,0,1987.0,97.0,"Comedy,Horror",7.2,177364,"['nm0000574', 'nm0000433', 'nm0001848', 'nm0400464', 'nm0001346']","When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers.",$8.5 million,$32.5 million,English,United States
tt0322330,movie,Freaky Friday,Freaky Friday,0,2003.0,97.0,"Comedy,Family,Fantasy",6.4,177333,"['nm0000130', 'nm0517820', 'nm0001319', 'nm0332390', 'nm0614877']","Dr. Tess Coleman and her daughter, Anna, do not get along with each other. However, things take a turn when, in a freak accident, they switch bodies and are forced to live each other's lives.",,,English,
tt0097523,movie,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",0,1989.0,93.0,"Adventure,Comedy,Family",6.4,177094,"['nm0001548', 'nm0001242', 'nm0833519', 'nm0840133', 'nm0114787']",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,$18 million,$222.7 million,English,United States
tt0498380,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006.0,141.0,"Action,Adventure,Drama",7.8,177018,"['nm0913822', 'nm0632497', 'nm0407296', 'nm1076976', 'nm1217394']","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",$19 million,$68.7 million,JapaneseEnglish,United States
tt1139328,movie,The Ghost Writer,The Ghost Writer,0,2010.0,128.0,"Crime,Drama,Mystery",7.2,176734,"['nm0000191', 'nm0000112', 'nm0931404', 'nm1256532', 'nm0695784']",A ghostwriter uncovers a dark secret while working on the memoirs of England's former Prime Minister.,€30.8 million,$60.3 million,English,
tt0099077,movie,Awakenings,Awakenings,0,1990.0,121.0,"Biography,Drama",7.8,176713,"['nm0000134', 'nm0000245', 'nm0001413', 'nm0625724', 'nm0001334']",Dr. Sayer is a pioneering neurologist who wants to take a risk and give his patients who suffer from encephalitis a drug used for Parkinson's Disease. He tries it out on one man who miraculously wakes from his perpetual catatonic ...,$29 million,$108.7 million,English,United States
tt0963966,movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,0,2010.0,109.0,"Action,Adventure,Family",6.1,176682,"['nm0000115', 'nm0059431', 'nm0000547', 'nm1954240', 'nm1527905']",A protege of the magician Merlin must train his teacher's successor - an introverted but resourceful physics prodigy - in the art of sorcery to prevent the return of Morgana le Fay.,,,,
tt0890870,movie,Saw IV,Saw IV,0,2007.0,93.0,"Horror,Mystery,Thriller",5.9,176606,"['nm0068551', 'nm0068551', 'nm0666398', 'nm0274371', 'nm0541908']","Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",$10 million,$139.4 million,English,United States
tt5439796,movie,Logan Lucky,Logan Lucky,0,2017.0,118.0,"Action,Comedy,Crime",7.0,176599,"['nm1475594', 'nm3485845', 'nm0185819', 'nm5008863', 'nm0641389']",Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,$29 million,$48.5 million,English,United States
tt13320622,movie,The Lost City,The Lost City,0,2022.0,112.0,"Action,Adventure,Comedy",6.1,176469,"['nm0000113', 'nm0000113', 'nm1475594', 'nm1475594', 'nm0705356']",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,,,,
tt0285823,movie,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003.0,102.0,"Action,Crime,Thriller",6.3,176432,"['nm0000104', 'nm0000161', 'nm0000136', 'nm0000353', 'nm0000620']","Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",$29 million,$98.8 million,"English
Spanish",United States
tt1462758,movie,Buried,Buried,0,2010.0,95.0,"Drama,Mystery,Thriller",7.0,176320,"['nm0005351', 'nm0305825', 'nm1746358', 'nm0864997', 'nm0000526']",Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic dea...,$2 million,$21.3 million,English,
tt1980929,movie,Begin Again,Begin Again,0,2013.0,104.0,"Comedy,Drama,Music",7.4,176307,"['nm0461136', 'nm0749263', 'nm1747013', 'nm2794962', 'nm0179479']","A chance encounter between a down-and-out music business executive, and a young singer songwriter new to Manhattan, turns into a promising collaboration between the two talents.",$8 million,$63.4 million,English,United States
tt10731256,movie,Don't Worry Darling,Don't Worry Darling,0,2022.0,123.0,"Drama,Mystery,Thriller",6.3,176288,"['nm6073955', 'nm4089170', 'nm1517976', 'nm1312575', 'nm8460487']","While her husband leaves home every day to work in a top secret facility, a young 1950s housewife begins to question her life when she notices strange behavior from the other wives in the neighborhood.",$20–35 million,$87.6 million,English,United States
tt13433802,movie,A Quiet Place: Day One,A Quiet Place: Day One,0,2024.0,99.0,"Drama,Horror,Sci-Fi",6.3,176217,"['nm2143282', 'nm4806449', 'nm1842974', 'nm0005023', 'nm9111687']",A young woman named Sam finds herself trapped in New York City during the early stages of an invasion by alien creatures with ultra-sensitive hearing.,$67 million,$261.8 million,English,United States
tt2140373,movie,Saving Mr. Banks,Saving Mr. Banks,0,2013.0,125.0,"Biography,Comedy,Drama",7.5,175611,"['nm0000668', 'nm0000158', 'nm4003520', 'nm0268199', 'nm2235721']","P. L. Travers, a London author who is financially broke, visits Los Angeles to meet Walt Disney, who is keen to adapt her Mary Poppins books for the cinema. However, his methods do not meet her approval.",$35 million,$117.9 million,English,
tt0822832,movie,Marley & Me,Marley & Me,0,2008.0,115.0,"Drama,Family",7.0,175610,"['nm0005562', 'nm0000098', 'nm0199312', 'nm0000678', 'nm0000273']","A family learns important life lessons from their adorable, but naughty and neurotic dog.",$60 million,$247.8 million,English,United States
tt0099938,movie,Kindergarten Cop,Kindergarten Cop,0,1990.0,111.0,"Action,Comedy,Crime",6.3,175539,"['nm0000216', 'nm0000542', 'nm0715622', 'nm0001373', 'nm0879186']","A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",$26 million,$202 million,English,United States
tt0080761,movie,Friday the 13th,Friday the 13th,0,1980.0,95.0,"Horror,Mystery,Thriller",6.4,175496,"['nm0658133', 'nm0454415', 'nm0852551', 'nm0604987', 'nm0000102']","A group of teenage camp counselors attempt to re-open an abandoned summer camp with a tragic past, but they are stalked by a mysterious, relentless killer.",,,,
tt9421570,movie,The Guilty,The Guilty,0,2021.0,90.0,"Crime,Drama,Thriller",6.3,175252,"['nm0350453', 'nm2142336', 'nm0765597', 'nm0896292', 'nm2345856']",A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,,,,
tt3567288,movie,The Visit,The Visit,0,2015.0,94.0,"Horror,Mystery,Thriller",6.3,175111,"['nm4609822', 'nm4590837', 'nm0241759', 'nm0574513', 'nm1063517']",Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,,,,
tt0834001,movie,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,0,2009.0,92.0,"Action,Fantasy,Thriller",6.5,175024,"['nm0593961', 'nm0790688', 'nm0631490', 'nm0533599', 'nm0340485']","A prequel centered on the origins of the centuries-old feud between the race of aristocratic vampires and their former slaves, the Lycans.",$35 million,$91.4 million,English,United States[3]
tt6266538,movie,Vice,Vice,0,2018.0,132.0,"Biography,Comedy,Drama",7.2,174993,"['nm0000288', 'nm0010736', 'nm0136797', 'nm0005377', 'nm0683467']","The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.",,,,
tt11214590,movie,House of Gucci,House of Gucci,0,2021.0,158.0,"Biography,Crime,Drama",6.6,174841,"['nm3078932', 'nm3485845', 'nm0000199', 'nm0000460', 'nm0001467']","When Patrizia Reggiani, an outsider from humble beginnings, marries into the Gucci family, her unbridled ambition begins to unravel their legacy and triggers a reckless spiral of betrayal, decadence, revenge, and ultimately...murder.",$75 million,$153.3 million,English,United States
tt0358082,movie,Robots,Robots,0,2005.0,91.0,"Adventure,Animation,Comedy",6.4,174834,"['nm0000191', 'nm0000932', 'nm0000316', 'nm0000245', 'nm0000716']","In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",,,,
tt0435705,movie,Next,Next,0,2007.0,96.0,"Action,Sci-Fi,Thriller",6.2,174823,"['nm0000115', 'nm0000194', 'nm0004754', 'nm0470981', 'nm0457796']",A Las Vegas magician who can see into the future is pursued by FBI agents seeking to use his abilities to prevent a nuclear terrorist attack.,,,,
tt0094291,movie,Wall Street,Wall Street,0,1987.0,126.0,"Crime,Drama",7.3,174600,"['nm0000221', 'nm0000140', 'nm0876645', 'nm0184429', 'nm0679406']","An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the youth under his wing.",,,,
tt1091722,movie,Adventureland,Adventureland,0,2009.0,107.0,"Comedy,Drama,Romance",6.8,174595,"['nm0251986', 'nm0829576', 'nm0005351', 'nm0771414', 'nm0319636']","In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",$9.8 million,$17.2 million,English,United States
tt0107362,movie,Last Action Hero,Last Action Hero,0,1993.0,130.0,"Action,Adventure,Comedy",6.5,174548,"['nm0000216', 'nm0000719', 'nm0138770', 'nm0001097', 'nm0574433']","With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",$85 million,$137.3 million,English,United States
tt0424136,movie,Hard Candy,Hard Candy,0,2005.0,104.0,"Drama,Thriller",7.0,174316,"['nm0933940', 'nm0680983', 'nm0644897', 'nm1230874', 'nm1058259']","Hayley's a smart, charming teenage girl. Jeff's a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff's place. Jeff thinks it's his lucky night. He's in for a sur...","$950,000",$8.3 million,English,United States
tt1057500,movie,Invictus,Invictus,0,2009.0,134.0,"Biography,Drama,History",7.3,174270,"['nm0000151', 'nm0000354', 'nm0450961', 'nm0595680', 'nm1340604']","Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",$50–60 million,$122.2 million,English[2],
tt0033870,movie,The Maltese Falcon,The Maltese Falcon,0,1941.0,100.0,"Crime,Drama,Film-Noir",7.9,174205,"['nm0000007', 'nm0000802', 'nm0313438', 'nm0000048', 'nm0533692']","San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",,,,
tt2049403,movie,Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,0,2024.0,105.0,"Comedy,Fantasy,Horror",6.6,174121,"['nm0000474', 'nm0000213', 'nm0001573', 'nm4911194', 'nm0857620']","After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Af...",$99–100 million,$452 million,English,United States
tt16277242,movie,Society of the Snow,La sociedad de la nieve,0,2023.0,144.0,"Adventure,Biography,Drama",7.8,173773,"['nm11193967', 'nm5542067', 'nm10990649', 'nm2013399', 'nm4036406']",The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,€60 million(USD$65 million),,Spanish,
tt0082198,movie,Conan the Barbarian,Conan the Barbarian,0,1982.0,129.0,"Adventure,Fantasy",6.9,173681,"['nm0000216', 'nm0000469', 'nm0001884', 'nm0000922', 'nm0203234']",A powerful warrior seeks to avenge the genocide of his people and the murder of his parents at the hands of a snake cult.,,,,
tt8097030,movie,Turning Red,Turning Red,0,2022.0,100.0,"Adventure,Animation,Comedy",6.9,173450,"['nm8823152', 'nm8823152', 'nm0644897', 'nm0644897', 'nm0644897']","A thirteen-year-old girl named Mei Lee is torn between staying her mother's dutiful daughter and the changes of adolescence. And as if the challenges were not enough, whenever she gets overly excited Mei transforms into a giant re...",$175 million,$21.8 million,English,United States
tt0120783,movie,The Parent Trap,The Parent Trap,0,1998.0,128.0,"Adventure,Comedy,Drama",6.7,173446,"['nm0517820', 'nm0517820', 'nm0000598', 'nm0001670', 'nm0005006']","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,,,
tt0120891,movie,Wild Wild West,Wild Wild West,0,1999.0,106.0,"Action,Comedy,Sci-Fi",4.9,173438,"['nm0000226', 'nm0000177', 'nm0000177', 'nm0000110', 'nm0000161']","The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War.",$170 million,$222.1 million,English,United States
tt0113568,movie,Ghost in the Shell,Kôkaku kidôtai,0,1995.0,83.0,"Action,Animation,Crime",7.9,173406,"['nm0848968', 'nm0443509', 'nm0960033', 'nm0945290', 'nm0645634']",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,,,,
tt0120888,movie,The Wedding Singer,The Wedding Singer,0,1998.0,97.0,"Comedy,Music,Romance",6.9,173351,"['nm0001191', 'nm0000106', 'nm0852132', 'nm0184445', 'nm0322182']","Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",$18 million,$123.3 million,English,United States
tt2278871,movie,Blue Is the Warmest Colour,La vie d'Adèle,0,2013.0,180.0,"Drama,Romance",7.6,173141,"['nm2244205', 'nm2650819', 'nm0444248', 'nm0714534', 'nm1595165']","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ...",€4 million,$19.5 million,French,
tt1568911,movie,War Horse,War Horse,0,2011.0,146.0,"Adventure,Drama,History",7.2,173065,"['nm3528539', 'nm0001833', 'nm0000667', 'nm1212722', 'nm0611932']",A young farm boy enlists to serve in World War I after his beloved horse is sold to the cavalry. His hopeful journey takes him out of England and onto the front lines as the war rages on.,$66–70 million,$177.6 million,English,
tt12263384,movie,Extraction II,Extraction 2,0,2023.0,122.0,"Action,Crime,Thriller",7.0,172993,"['nm1165110', 'nm0267042', 'nm5575653', 'nm4310467', 'nm4310467']","After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.",,,English,United States
tt0340855,movie,Monster,Monster,0,2003.0,109.0,"Biography,Crime,Drama",7.3,172927,"['nm0000234', 'nm0000207', 'nm0001136', 'nm0855564', 'nm0179960']","Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer.",,,,
tt2866360,movie,Coherence,Coherence,0,2013.0,89.0,"Mystery,Sci-Fi,Thriller",7.2,172847,"['nm2032150', 'nm0827561', 'nm0107183', 'nm0001286', 'nm1032521']",Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,"$50,000","$139,745",English,United States
tt0397535,movie,Memoirs of a Geisha,Memoirs of a Geisha,0,2005.0,145.0,"Drama,Romance",7.3,172841,"['nm0955471', 'nm0913822', 'nm0000706', 'nm0407033', 'nm0538683']","The heartwarming tale of Nitta Sayuri, a young Japanese woman who transcended from her fishing-village roots and became one of Japan's most celebrated geisha.",$85 million,$162.2 million,"English
Japanese",United States
tt26047818,movie,Anyone But You,Anyone But You,0,2023.0,103.0,"Comedy,Romance",6.1,172758,"['nm2858875', 'nm1412974', 'nm3381295', 'nm12454706', 'nm11261850']","After an amazing first date, Bea and Ben's fiery attraction turns ice-cold--until they find themselves unexpectedly reunited at a wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",$25 million,$220 million,English,United States
tt3774114,movie,Snowden,Snowden,0,2016.0,134.0,"Biography,Crime,Drama",7.3,172660,"['nm0330687', 'nm0940362', 'nm0502425', 'nm0704270', 'nm0124964']","The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",$40 million,$37.3 million,English,
tt2975578,movie,The Purge: Anarchy,The Purge: Anarchy,0,2014.0,103.0,"Action,Horror,Sci-Fi",6.4,172637,"['nm0342029', 'nm0252238', 'nm1472917', 'nm0760989', 'nm2954703']","Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",$9–11 million,$111.9 million,English,United States
tt0082340,movie,Escape from New York,Escape from New York,0,1981.0,99.0,"Action,Adventure,Sci-Fi",7.1,172584,"['nm0000621', 'nm0001812', 'nm0000308', 'nm0000587', 'nm0005002']","In a dystopian 1997, a soldier-turned-bank robber is tasked with rescuing the U.S. President after he crashes into Manhattan, which has been turned into a giant maximum security prison.",$6 million,$50 million,English,United States[1][2]
tt13238346,movie,Past Lives,Past Lives,0,2023.0,105.0,"Drama,Romance",7.8,172490,"['nm2336966', 'nm1654982', 'nm1910274', 'nm10867763', 'nm14151642']","Nora and Hae Sung, two deeply connected childhood friends, are wrested apart after Nora's family emigrates from South Korea. Twenty years later, they are reunited for one fateful week as they confront notions of love and destiny.",$12 million,$42.7 million,"English
Korean",
tt0107120,movie,Hocus Pocus,Hocus Pocus,0,1993.0,96.0,"Comedy,Family,Fantasy",6.9,172488,"['nm0000541', 'nm0000572', 'nm0001562', 'nm0441814', 'nm0000301']","A teenage boy named Max and his little sister move to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",,,,
tt0032910,movie,Pinocchio,Pinocchio,0,1940.0,88.0,"Adventure,Animation,Comedy",7.5,172438,"['nm0427934', 'nm0427934', 'nm0427934', 'nm0427934', 'nm0747759']","A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",,,,
tt0765010,movie,Brothers,Brothers,0,2009.0,105.0,"Drama,Thriller,War",7.1,172381,"['nm0350453', 'nm0000204', 'nm0001497', 'nm0001731', 'nm0001858']","While on tour in Afghanistan, Sam's helicopter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.",,,,
tt0306047,movie,Scary Movie 3,Scary Movie 3,0,2003.0,84.0,Comedy,5.6,172287,"['nm0267506', 'nm0000221', 'nm0356021', 'nm0000097', 'nm0000189']","Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion.",$45–48 million,$220.7 million,English,United States[1]
tt0053285,movie,Sleeping Beauty,Sleeping Beauty,0,1959.0,75.0,"Adventure,Animation,Family",7.2,172139,"['nm0182250', 'nm0794301', 'nm0041598', 'nm0271658', 'nm0271658']","After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",,,,
tt2042568,movie,Inside Llewyn Davis,Inside Llewyn Davis,0,2013.0,104.0,"Drama,Music",7.4,171927,"['nm1209966', 'nm1659547', 'nm0000422', 'nm1330560', 'nm0005493']",A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,$11 million,$33 million,English,
tt0120681,movie,From Hell,From Hell,0,2001.0,122.0,"Crime,Horror,Mystery",6.7,171874,"['nm0000136', 'nm0001287', 'nm0000453', 'nm0001059', 'nm0007183']","In 1888 London, a Scotland Yard investigator searches for Jack The Ripper.",$35 million,$74.6 million,English,
tt6294822,movie,The Post,The Post,0,2017.0,116.0,"Biography,Drama,History",7.2,171860,"['nm0000658', 'nm0000158', 'nm0005299', 'nm0644022', 'nm0504832']",A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.,$50 million,$179.8 million,English,United States
tt1267297,movie,Hercules,Hercules,0,2014.0,98.0,"Action,Adventure,Animation",6.0,171856,"['nm0425005', 'nm0000457', 'nm0574534', 'nm0001212', 'nm0001722']","Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",,,,
tt5108870,movie,Morbius,Morbius,0,2022.0,104.0,"Action,Adventure,Horror",5.1,171485,"['nm0001467', 'nm1741002', 'nm5245722', 'nm0364813', 'nm0879085']","Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",$75–83 million,$167.5 million,English,United States
tt3521126,movie,The Disaster Artist,The Disaster Artist,0,2017.0,104.0,"Biography,Comedy,Drama",7.3,171392,"['nm0290556', 'nm0290556', 'nm2002649', 'nm2002649', 'nm0310966']","When aspiring actor Greg Sestero meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",$10 million,$29.8 million,English,United States
tt0385002,movie,Green Street Hooligans,Green Street,0,2005.0,109.0,"Crime,Drama,Sport",7.4,171234,"['nm0000704', 'nm0402271', 'nm0001231', 'nm0912938', 'nm0339877']","A wrongfully expelled Harvard undergrad moves to London, where he is introduced to the violent underworld of football hooliganism.",,$4.3 million,English,
tt0120587,movie,Antz,Antz,0,1998.0,83.0,"Adventure,Animation,Comedy",6.5,171163,"['nm0000095', 'nm0000232', 'nm0000432', 'nm0000230', 'nm0000101']",A rather neurotic ant tries to break from his totalitarian society while trying to win the affection of the princess he loves.,$42–105 million,$171.8 million,English,United States
tt23849204,movie,12th Fail,12th Fail,0,2023.0,147.0,"Biography,Drama",8.7,171157,"['nm5447706', 'nm10791162', 'nm8910763', 'nm11045179', 'nm3348178']",The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,₹20 crore,est. ₹69.64 crore,Hindi,India
tt1131734,movie,Jennifer's Body,Jennifer's Body,0,2009.0,102.0,"Comedy,Horror",5.6,170745,"['nm1083271', 'nm1086543', 'nm0111013', 'nm2215447', 'nm2978638']",A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,$16 million,$31.6 million,English,United States
tt1441395,movie,Under the Skin,Under the Skin,0,2013.0,108.0,"Drama,Horror,Mystery",6.3,170595,"['nm0424060', 'nm4835245', 'nm5860325', 'nm5860326', 'nm5860327']","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",,,,
tt0464141,movie,The Orphanage,El orfanato,0,2007.0,105.0,"Drama,Horror,Mystery",7.4,170480,"['nm0749104', 'nm0147308', 'nm2265834', 'nm0729345', 'nm0142256']","A woman brings her family back to her childhood home, which used to be an orphanage for handicapped children. Before long, her son starts to communicate with an invisible new friend.",,,,
tt9620288,movie,King Richard,King Richard,0,2021.0,144.0,"Biography,Drama,Sport",7.5,170390,"['nm0000226', 'nm0254712', 'nm1256532', 'nm5181138', 'nm9403098']",A look at how tennis superstars Venus and Serena Williams became who they are after the coaching from their father Richard.,$50 million,$39.4 million,English,United States
tt0128442,movie,Rounders,Rounders,0,1998.0,121.0,"Crime,Drama",7.3,170361,"['nm0000354', 'nm0001570', 'nm0001543', 'nm0000518', 'nm0162032']",A law student and his pal gamble for high stakes.,$12 million,$22.9 million (United States),English,United States
tt6343314,movie,Creed II,Creed II,0,2018.0,130.0,"Action,Drama,Sport",7.1,170221,"['nm0430107', 'nm0000230', 'nm1935086', 'nm0711118', 'nm0000185']","Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.",$50 million,$214.2 million,English,United States
