tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,lead_actors_ids,plot,budget,box_office,language,country
tt0983946,movie,Fantasy Island,Fantasy Island,0,2020.0,109.0,"Fantasy,Horror,Mystery",4.9,63721,"['nm0671567', 'nm0702572', 'nm1423955', 'nm3271473', 'nm4497202']","When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends.",$7 million,$49 million,English,United States
tt2076822,movie,Chaos Walking,Chaos Walking,0,2021.0,109.0,"Action,Adventure,Drama",5.7,63714,"['nm4043618', 'nm5397459', 'nm0065007', 'nm0654648', 'nm1176676']",Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality where all thoughts are seen and heard by everyone.,$100–125 million,$27 million,English,United States
tt0119349,movie,The Ice Storm,The Ice Storm,0,1997.0,112.0,Drama,7.3,63712,"['nm0000177', 'nm0000260', 'nm0128972', 'nm0000244', 'nm0001089']","In 1973 suburbia, several middle-class families experimenting with substance abuse and the swinging lifestyle find their lives spinning beyond their control.",$18 million,$16 million,English,United States
tt0116830,movie,Last Man Standing,Last Man Standing,0,1996.0,101.0,"Action,Crime,Drama",6.4,63692,"['nm0000246', 'nm0001136', 'nm0761836', 'nm0000686', 'nm0446314']",A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,,,,
tt0089791,movie,Pee-wee's Big Adventure,Pee-wee's Big Adventure,0,1985.0,91.0,"Adventure,Comedy,Family",7.1,63687,"['nm0000607', 'nm0197354', 'nm0392625', 'nm0758405', 'nm0648381']","When eccentric man-child Pee-wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life.",$7 million,$40.9 million (domestic),English,United States
tt0087553,movie,The Killing Fields,The Killing Fields,0,1984.0,141.0,"Biography,Drama,History",7.8,63674,"['nm0001832', 'nm0628955', 'nm0000518', 'nm0001696', 'nm0005266']",A journalist is trapped in Cambodia during Pol Pot's bloody Year Zero cleansing campaign.,$14.4 million,$34.7 million,EnglishFrenchKhmer,United Kingdom
tt23137904,movie,Rebel Moon - Part Two: The Scargiver,Rebel Moon - Part Two: The Scargiver,0,2024.0,122.0,"Action,Adventure,Animation",5.3,63667,"['nm1154749', 'nm0005023', 'nm4534098', 'nm0401264', 'nm0046277']","Kora and surviving warriors prepare to defend Veldt, their new home, alongside its people against the Realm. The warriors face their pasts, revealing their motivations before the Realm's forces arrive to crush the growing rebellion.",$166 million(shared with Part One: A Child of Fire),,English,United States
tt4622512,movie,Battle of the Sexes,Battle of the Sexes,0,2017.0,121.0,"Biography,Comedy,Drama",6.7,63664,"['nm1297015', 'nm0136797', 'nm2057859', 'nm0798971', 'nm2295540']",The true story of the 1973 tennis match between World number one Billie Jean King and ex-champ and serial hustler Bobby Riggs.,,,,
tt1976009,movie,Victor Frankenstein,Victor Frankenstein,0,2015.0,110.0,"Drama,Horror,Sci-Fi",6.0,63617,"['nm0705356', 'nm0564215', 'nm3726887', 'nm0778831', 'nm0916037']","Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein becam...",$40 million,$34.2 million,English,United States
tt2268016,movie,Magic Mike XXL,Magic Mike XXL,0,2015.0,115.0,"Comedy,Drama,Music",5.6,63608,"['nm1475594', 'nm0542133', 'nm0093589', 'nm0735226', 'nm0682138']","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",$14.8 million,$117.8 million,English,United States
tt0115956,movie,Courage Under Fire,Courage Under Fire,0,1996.0,116.0,"Action,Drama,Mystery",6.6,63592,"['nm0000243', 'nm0000212', 'nm0001617', 'nm0605363', 'nm0000354']","A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",$46 million,$100.9 million,English,
tt0106364,movie,Batman: Mask of the Phantasm,Batman: Mask of the Phantasm,0,1993.0,76.0,"Action,Adventure,Animation",7.8,63579,"['nm0175834', 'nm0001127', 'nm0000952', 'nm0005078', 'nm0005078']",Batman is wrongly implicated in a series of murders of mob bosses actually committed by a new vigilante assassin.,$6 million,$5.8 million,English,United States[1]
tt13405778,movie,Insidious: The Red Door,Insidious: The Red Door,0,2023.0,107.0,"Horror,Mystery,Thriller",5.5,63555,"['nm1339223', 'nm0933940', 'nm0126284', 'nm11129288', 'nm0007814']",The Lamberts must go deeper into The Further than ever before to put their demons to rest once and for all.,$16 million,$189.1 million,English,United States
tt0185371,movie,House on Haunted Hill,House on Haunted Hill,0,1999.0,93.0,"Horror,Mystery,Thriller",5.6,63542,"['nm0001691', 'nm0000463', 'nm0004875', 'nm0001251', 'nm0441592']","An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.","$200,000 (estimated)",$2.5 million,English,United States
tt1838556,movie,Honest Thief,Honest Thief,0,2020.0,99.0,"Action,Crime,Drama",6.0,63512,"['nm0000553', 'nm0005532', 'nm2541974', 'nm0232998', 'nm6588867']","Wanting to lead an honest life, a notorious bank robber turns himself in, only to be double-crossed by two ruthless FBI agents.",$30 million,$32.6 million,English,United States
tt0098282,movie,"See No Evil, Hear No Evil","See No Evil, Hear No Evil",0,1989.0,103.0,"Comedy,Crime",6.8,63496,"['nm0001640', 'nm0000698', 'nm0000220', 'nm0000228', 'nm0635978']","Dave is deaf, and Wally is blind. They witness a murder, but it was Dave who was looking at her, and Wally who was listening.",$18 million,$46.9 million,English,United States
tt0368794,movie,I'm Not There,I'm Not There,0,2007.0,135.0,"Biography,Drama,Music",6.8,63483,"['nm0000288', 'nm0000288', 'nm0000949', 'nm0005132', 'nm0924210']","Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician's life and work.",$20 million,$11.7 million,English,
tt0104036,movie,The Crying Game,The Crying Game,0,1992.0,112.0,"Crime,Drama,Romance",7.2,63479,"['nm0001653', 'nm0001109', 'nm0001845', 'nm0001669', 'nm0001160']","A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world.",£2.3 million,$71 million,English,
tt5246700,movie,How It Ends,How It Ends,0,2018.0,113.0,"Action,Drama,Horror",5.1,63472,"['nm3772243', 'nm0334159', 'nm0814807', 'nm0662519', 'nm0001845']","In the midst of an apocalypse, a man struggles to reach his pregnant fiancée who is thousands of miles away.",,,,
tt0091129,movie,The Golden Child,The Golden Child,0,1986.0,94.0,"Action,Adventure,Comedy",6.0,63470,"['nm0000552', 'nm0714164', 'nm0001097', 'nm0001470', 'nm0939378']",A private detective specializing in missing children is charged with the task of finding a special child whom dark forces want to eliminate.,$12-24.5 million,$149.4 million,English,United States
tt0108330,movie,This Boy's Life,This Boy's Life,0,1993.0,115.0,"Biography,Drama",7.3,63454,"['nm0000134', 'nm0000138', 'nm0000289', 'nm0088098', 'nm0244630']","The story about the relationship between a rebellious 1950s teenager and his abusive stepfather, based on the memoirs of writer and literature Professor Tobias Wolff.",,$4.1 million,English,United States
tt0218922,movie,Original Sin,Original Sin,0,2001.0,116.0,"Crime,Drama,Mystery",6.0,63453,"['nm0000104', 'nm0001401', 'nm0001401', 'nm0005048', 'nm0005048']","A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.",,,,
tt0089822,movie,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,0,1985.0,87.0,Comedy,5.8,63394,"['nm0000430', 'nm0807571', 'nm0333701', 'nm0935498', 'nm0536980']","Six Police Academy graduates are assigned to the 16th precinct, and their Captain desperately wants them to clean up the crime ridden neighborhood, but his second in command schemes to become captain himself by sabotaging the rook...",$7.5 million,$115 million,English,United States
tt6820256,movie,Arctic,Arctic,0,2018.0,98.0,"Adventure,Drama",6.8,63392,"['nm0586568', 'nm5386550', 'nm10443784']",A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.,,$4.1 million,"English
Danish
Icelandic",
tt1313092,movie,Animal Kingdom,Animal Kingdom,0,2010.0,113.0,"Crime,Drama,Thriller",7.2,63390,"['nm3306943', 'nm0001602', 'nm0249291', 'nm3819777', 'nm3819686']",A seventeen-year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.,$5 million,$7.2 million,English,Australia
tt0097123,movie,Crimes and Misdemeanors,Crimes and Misdemeanors,0,1989.0,104.0,"Comedy,Drama",7.8,63291,"['nm0001445', 'nm0000095', 'nm0077007', 'nm0001954', 'nm0745029']",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,,$18.3 million,English,United States
tt3848892,movie,Baby,Baby,0,2015.0,159.0,"Action,Thriller",7.9,63197,"['nm0474774', 'nm0219939', 'nm2281292', 'nm3966456', 'nm0451600']","An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",,,,
tt0073707,movie,Sholay,Sholay,0,1975.0,162.0,"Action,Adventure,Comedy",8.1,63181,"['nm0474876', 'nm0004429', 'nm0000821', 'nm0451166', 'nm0004564']","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",₹35 million,est. ₹580 million (India)  250 million tickets (worldwide),Hindi,India
tt0489049,movie,Fanboys,Fanboys,0,2009.0,90.0,"Adventure,Comedy,Crime",6.5,63123,"['nm0283945', 'nm0059431', 'nm0068338', 'nm0403134', 'nm0549815']",Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of Star Wars: Episode I - The Phantom Menace (1999) before its release.,,"$960,828",English,United States[1]
tt0419677,movie,Dead Man's Shoes,Dead Man's Shoes,0,2004.0,90.0,"Crime,Drama,Thriller",7.5,63123,"['nm0175916', 'nm0834282', 'nm1527905', 'nm0938176', 'nm0068430']",A disaffected soldier returns to his hometown to get even with the thugs who brutalized his mentally-challenged brother years ago.,,,,
tt2718492,movie,Ida,Ida,0,2013.0,82.0,Drama,7.4,63090,"['nm0474492', 'nm5531398', 'nm4221607', 'nm0871827', 'nm1167938']",A novice nun about to take her vows uncovers a family secret dating back to the German occupation.,$2.6 million,$15.3 million,"Polish
French
Latin",
tt2547584,movie,The Light Between Oceans,The Light Between Oceans,0,2016.0,133.0,"Drama,Romance",7.2,63055,"['nm1055413', 'nm2539953', 'nm0001838', 'nm6931628', 'nm0860233']",A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,$20 million,$26 million,English,
tt0080801,movie,The Gods Must Be Crazy,The Gods Must Be Crazy,0,1980.0,109.0,"Adventure,Comedy",7.3,63052,"['nm0618452', 'nm0923366', 'nm0697865', 'nm0895116', 'nm0862347']","A comic allegory about a traveling Bushman who encounters modern civilization and its stranger aspects, including a clumsy scientist and a band of revolutionaries.",$5 million,R 1.8 billion (~$200 million),"English
Afrikaans
Juǀʼhoan",
tt0271367,movie,Eight Legged Freaks,Eight Legged Freaks,0,2002.0,99.0,"Action,Adventure,Comedy",5.5,63049,"['nm0000274', 'nm0001863', 'nm0855728', 'nm0424060', 'nm0234791']",Venomous spiders get exposed to a noxious chemical that causes them to grow to monumental proportions.,$30 million,$45.9 million,English,
tt0250223,movie,Asterix & Obelix: Mission Cleopatra,Astérix & Obélix : Mission Cléopâtre,0,2002.0,107.0,"Adventure,Comedy,Family",6.7,62998,"['nm0000367', 'nm0002010', 'nm0213354', 'nm0000899', 'nm0149260']","Cleopatra, queen of Egypt, believes she can build a temple in record time and makes a bet with Julius Caesar. Her architect, however, needs the help of Asterix and Obelix to fight Romans who try to stop the construction.",$54.4 million (€50 million),$131 million,French,
tt0183869,movie,Taxi 2,Taxi 2,0,2000.0,88.0,"Action,Comedy,Crime",6.5,62944,"['nm0618651', 'nm0225899', 'nm0803558', 'nm0182839', 'nm0267188']","Police inspector Emilien and his taxi-driver pal Daniel are back, this time on the tail of a group of Japanese yakuza.",$10.5 million,$64.4 million,French,France
tt0248126,movie,Kabhi Khushi Kabhie Gham...,Kabhi Khushi Kabhie Gham...,0,2001.0,210.0,"Drama,Musical,Romance",7.5,62922,"['nm0451321', 'nm0004418', 'nm0000821', 'nm0004335', 'nm0080149']","After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family.",₹40 crore,₹136 crore,Hindi,India
tt0115641,movie,Beavis and Butt-Head Do America,Beavis and Butt-Head Do America,0,1996.0,81.0,"Adventure,Animation,Comedy",6.8,62909,"['nm0431918', 'nm0431918', 'nm0431918', 'nm0000246', 'nm0000193']","Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score.",$12 million,$63.1 million,English,United States
tt13957560,movie,Dumb Money,Dumb Money,0,2023.0,105.0,"Biography,Comedy,Drama",6.8,62907,"['nm0200452', 'nm0203457', 'nm0000352', 'nm1065229', 'nm9684601']","A regular guy sinks his life savings into the stock of videogame store GameStop and starts posting about it. When his social posts start blowing up and a stock tip becomes a movement, everyone gets rich, until the billionaires fig...",$30 million,$20.7 million,English,United States
tt0120157,movie,Soldier,Soldier,0,1998.0,99.0,"Action,Drama,Sci-Fi",6.1,62876,"['nm0000621', 'nm0001462', 'nm0005042', 'nm0001567', 'nm0675730']","A soldier trained from birth is deemed obsolete and dumped on a waste planet where he is reluctantly taken in by a community of defenseless, stranded wayfarers.",,,,
tt0265029,movie,America's Sweethearts,America's Sweethearts,0,2001.0,102.0,"Comedy,Romance",5.7,62870,"['nm0000210', 'nm0000131', 'nm0000345', 'nm0001876', 'nm0000279']",A movie publicist deals with the messy public split of his movie's co-stars while keeping reporters at bay while a reclusive director holds the film's print hostage.,$46 million,$138.3 million,English,United States
tt0098621,movie,The War of the Roses,The War of the Roses,0,1989.0,116.0,"Comedy,Romance",6.9,62798,"['nm0000140', 'nm0000678', 'nm0000362', 'nm0845270', 'nm0000276']",A married couple tries everything to drive each other out of the house in a vicious divorce battle.,$26 million,$160.2 million,English,United States
